rank,home_team_logo,player,wOBA,OBP,OPS,SOr
21,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/796.gif,Kayla Konwent,0.5966889606579039,0.5426356589147286,1.270896528479946,0.06930693069306931
22,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/742.gif,Bre Peck,0.5944687066423552,0.4083333333333333,1.2290880503144654,0.24074074074074073
23,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/147.gif,Valerie Cagle,0.591582780884085,0.575,1.537121212121212,0.0949367088607595
24,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/29.gif,Carlie Scupin,0.5888317702645698,0.45054945054945056,1.2505494505494505,0.16049382716049382
25,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/504.gif,Alexis Pupillo,0.5877415861524824,0.5140845070422535,1.3712273641851107,0.30327868852459017
26,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/513.gif,Lexi Orozco,0.581825637958682,0.4925373134328358,1.2517965726920952,0.1743119266055046
27,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/28.gif,Yannira Acuna,0.5796645990028976,0.5037037037037037,1.2784784784784784,0.12173913043478261
28,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/518.gif,Melina Wilkison,0.5780876596635574,0.47770700636942676,1.3295588582212785,0.11267605633802817
29,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/700.gif,Kailey Wyckoff,0.5769576459083654,0.4931506849315068,1.325211753633797,0.08955223880597014
30,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/248.gif,Elyssa DeRosa,0.5745747551160761,0.5,1.1373626373626373,0.10526315789473684
31,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/631.gif,Ashley Trierweiler,0.5726712642027951,0.6148648648648649,1.475975975975976,0.08547008547008547
32,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/234.gif,Katie Dack,0.5726358474542262,0.45,1.1628712871287128,0.1568627450980392
33,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/497.gif,Kailey Gamble,0.5696284257739327,0.46258503401360546,1.247067792634295,0.1322314049586777
34,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/522.gif,Tiare Jennings,0.5665193917464632,0.5196850393700787,1.340439756351211,0.05504587155963303
35,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/732.gif,Ellessa Bonstrom,0.5648687953211071,0.5037037037037037,1.229193899782135,0.04424778761061947
36,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/257.gif,Sara Mosley,0.563128295747536,0.4177215189873418,1.1640983305815447,0.06944444444444445
37,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/37.gif,Nelia Peralta,0.5622527898237906,0.5202702702702703,1.171646417059261,0.14912280701754385
38,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/716.gif,Taylor McKinney,0.5579526777824216,0.45394736842105265,1.1444235588972431,0.1171875
39,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/782.gif,Addison Barnard,0.557716396312885,0.4444444444444444,1.1825396825396826,0.09848484848484848
40,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/521.gif,Rachel Becker,0.557579225894156,0.6097560975609756,1.3377560975609755,0.14173228346456693
41,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/756.gif,Baylee Klingler,0.5562944787551206,0.5,1.2333333333333334,0.03278688524590164
42,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/756.gif,Madison Huskey,0.5558962971166889,0.375886524822695,1.0533058796614045,0.1111111111111111
43,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/310.gif,Jamie Sheeran,0.5556776244870795,0.42727272727272725,1.2189393939393938,0.21212121212121213
44,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/317.gif,Hannah Shifflett,0.5553087844367331,0.417910447761194,0.998862828713575,0.22018348623853212
45,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/110.gif,Megan Grant,0.5528282796877405,0.4154929577464789,1.1065498683155846,0.17829457364341086
46,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/176.gif,Anna Wohlers,0.5513601113702361,0.43548387096774194,1.2192676547515258,0.21052631578947367
47,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/31.gif,Raigan Kramer,0.5493175058832876,0.4859154929577465,1.0490222890742513,0.19444444444444445
48,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/193.gif,Ana Gold,0.5491058468129466,0.4240506329113924,1.1818631329113924,0.16546762589928057
49,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/66.gif,Serena Huchingson,0.5473686722739071,0.5357142857142857,1.2110389610389611,0.1348314606741573
50,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/742.gif,Emma Ritter,0.5464515259359733,0.46710526315789475,1.1685978004713276,0.02877697841726619
51,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/149.gif,Delaney Keith,0.5450341165823339,0.4492753623188406,1.1950380741832474,0.17355371900826447
52,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/700.gif,Peyton Blythe,0.5441724018136569,0.4166666666666667,1.1145833333333333,0.14432989690721648
53,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/700.gif,Ellie Bailey,0.54398440522808,0.4154929577464789,1.179272485305534,0.15503875968992248
54,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/235.gif,Pal Egan,0.5439718426237384,0.44594594594594594,1.1011183597390493,0.19696969696969696
55,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/444.gif,Emily Williams,0.5433812774512421,0.4672897196261682,1.2513806287170772,0.13186813186813187
56,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/51.gif,Shaylon Govan,0.5413790055535167,0.5211267605633803,1.187793427230047,0.11009174311926606
57,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/234.gif,Michaela Edenfield,0.5407746375152953,0.4462809917355372,1.003099173553719,0.2777777777777778
58,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/414.gif,Karli SPAID,0.5405501996924005,0.4253731343283582,1.205034151277511,0.23770491803278687
59,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/648.gif,Jen Cummings,0.5404758174710337,0.5460992907801419,1.1330558125192725,0.11818181818181818
60,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/414.gif,Allie Cummins,0.5402806086567381,0.4859154929577465,1.114486921529175,0.22641509433962265
61,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/107.gif,Kacey Zobac,0.5389574739931976,0.503448275862069,1.1904047976011993,0.08264462809917356
62,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/47.gif,McKayla Timmons,0.5388237397785619,0.45985401459854014,1.15985401459854,0.20967741935483872
63,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/545.gif,Sarah Seamans,0.5359214259563138,0.45714285714285713,1.185142857142857,0.125
64,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/255.gif,Sara Beth Allen,0.5352748215408092,0.41843971631205673,1.02394430346802,0.16216216216216217
65,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/29.gif,Allie Skaggs,0.5345034838755318,0.4896551724137931,1.224697907456528,0.20168067226890757
66,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/659.gif,Jackie Lis,0.5332229889303476,0.4460431654676259,1.168732241097878,0.11666666666666667
67,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/392.gif,Amelia Lech,0.531077869302364,0.42424242424242425,1.122355631789594,0.2777777777777778
68,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/306.gif,Taylor Minnick,0.5298812599826385,0.5266666666666666,1.2680459770114942,0.07086614173228346
69,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/172.gif,Kelly Beaupre,0.5297059358319605,0.42857142857142855,1.1885714285714286,0.20754716981132076
70,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/128.gif,Chloe Evans,0.5290442095751638,0.39473684210526316,1.0224740683826354,0.1276595744680851
71,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/433.gif,Mya Stevenson,0.5289372237619859,0.4,1.0262626262626262,0.22772277227722773
72,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/419.gif,Laura Mealer,0.5284268304259289,0.5121951219512195,1.2730646871686109,0.1506849315068493
73,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/388.gif,Grace Chelemen,0.5283456493166413,0.4357142857142857,1.079782082324455,0.1532258064516129
74,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/742.gif,Jayme Bailey,0.5272908071725739,0.4228187919463087,1.0919917242771358,0.10144927536231885
75,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/746.gif,Tori Gilbert,0.5262179308284881,0.38202247191011235,1.0441846340722745,0.28205128205128205
76,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/255.gif,Emma Kauf,0.5260476642353591,0.46153846153846156,1.0739415623136552,0.0962962962962963
77,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/37.gif,Bri Ellis,0.5250602919202892,0.39855072463768115,1.062343828085957,0.21138211382113822
78,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/235.gif,Charla Echols,0.5249791514462765,0.46405228758169936,1.10921357790428,0.0390625
79,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/528.gif,Frankie Hammoude,0.5248498407199271,0.36134453781512604,0.9283548470934766,0.23711340206185566
80,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/676.gif,Gaby Garcia,0.5239697470413975,0.35384615384615387,1.0572359843546284,0.11570247933884298
81,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/365.gif,Georgia Clark,0.5230022011478097,0.4423076923076923,1.0208200890019072,0.1951219512195122
82,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/47.gif,Haley Wynn,0.5230014447402875,0.49673202614379086,1.1927320261437908,0.13740458015267176
83,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/782.gif,Lauren Mills,0.5226223327971303,0.5128205128205128,1.135771332492644,0.1746031746031746
84,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/257.gif,Sydney Kuma,0.5223650101551122,0.45774647887323944,1.1552254704698781,0.046875
85,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/590.gif,Alyssa Gonzalez,0.5221820383169744,0.42735042735042733,1.1573504273504274,0.18
86,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/288.gif,Turiya Coleman,0.5219549462671548,0.5068493150684932,1.2117673478553783,0.14728682170542637
87,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/430.gif,Paige Cook,0.5208409506038949,0.4,1.001851851851852,0.06956521739130435
88,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/10411.gif,Casey Goguts,0.5204246562971794,0.39568345323741005,1.1337786913326482,0.11278195488721804
89,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/37.gif,Lindsey Garcia,0.5202793994586257,0.3923076923076923,1.0238866396761133,0.14655172413793102
90,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/472.gif,Kayla Bowen,0.5200135516132908,0.448,1.2317837837837837,0.15789473684210525
91,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/367.gif,Taylor Roby,0.5192772673887878,0.46621621621621623,1.2430757203484477,0.08843537414965986
92,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/529.gif,Vallery Wong,0.5192526812880199,0.373134328358209,0.9624200426439233,0.23728813559322035
93,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/465.gif,Ariana Martinez,0.5188380865811334,0.47096774193548385,1.1693804403481822,0.171875
94,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/8.gif,Ashley Prange,0.5180238188375649,0.4025157232704403,1.0040194826689364,0.09558823529411764
95,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/299.gif,Dayna Kennedy,0.5168767482431024,0.44554455445544555,1.1322915424072528,0.2619047619047619
96,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/472.gif,Jillian Taylor,0.5163466802000997,0.4251968503937008,1.112696850393701,0.20689655172413793
97,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/29.gif,Dakota Kennedy,0.5161354939425048,0.43283582089552236,1.0502271252433484,0.14049586776859505
98,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/458.gif,Ashleigh Washington,0.5154334168253852,0.4444444444444444,1.0522875816993462,0.23853211009174313
99,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/9.gif,Sierra Frazier,0.5142173163109625,0.4307692307692308,1.0696581196581196,0.02631578947368421
100,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/96.gif,Juliana Wilson,0.5132888733782435,0.42857142857142855,1.0448504983388704,0.20454545454545456
101,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/288.gif,Emma Robertson,0.5132002648750175,0.358974358974359,0.965034965034965,0.34782608695652173
102,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/671.gif,Karly Heath,0.5130502088416332,0.4,1.1079646017699116,0.07751937984496124
103,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/522.gif,Jocelyn Erickson,0.5129865938450066,0.39473684210526316,1.0123839009287927,0.14285714285714285
104,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/457.gif,Abby Settlemyre,0.5129072069073841,0.40789473684210525,1.064383286460426,0.10294117647058823
105,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/367.gif,Korbe Otis,0.5123333102072813,0.5125,1.1967105263157896,0.072992700729927
106,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/545.gif,Yvonne Whaley,0.5119557519848461,0.4728682170542636,1.2142475273990911,0.02586206896551724
107,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/746.gif,Jade Hylton,0.5114589097487384,0.40606060606060607,1.0336468129571579,0.2054794520547945
108,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/370.gif,Morgan Debord,0.5113064196440734,0.36363636363636365,1,0.2920353982300885
109,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/782.gif,Zoe Jones,0.5102409536151289,0.40601503759398494,1.1348285969160188,0.11764705882352941
110,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/110.gif,Sharlize Palacios,0.5097136517272058,0.39855072463768115,0.9783826574107904,0.21311475409836064
111,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/519.gif,Yasmine Logan,0.509441205700026,0.41007194244604317,0.9890193108670958,0.1864406779661017
112,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/201.gif,Lindy Milkowski,0.5093170419496851,0.45081967213114754,1.3093102381688835,0.09433962264150944
113,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/463.gif,Brooke Andrews,0.508711525739624,0.4,1.1107438016528925,0.1774193548387097
114,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1104.gif,Ramsay Lopez,0.5079786532850947,0.46308724832214765,1.1866644840945053,0.19047619047619047
115,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/545.gif,Bailey Drapola,0.5077064755199889,0.44036697247706424,0.9903669724770643,0.26881720430107525
116,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/110.gif,Jordan Woolery,0.5077011111178965,0.4306569343065693,1.113196616846252,0.12598425196850394
117,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/529.gif,Allee Bunker,0.5073974117898451,0.4028776978417266,1.0825651978417266,0.031007751937984496
118,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/193.gif,Aminah Vega,0.5070523277096425,0.4233576642335766,1.0737641682986172,0.1732283464566929
119,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/331.gif,Emily Lippe,0.5064697799624532,0.3813559322033898,0.9629885852646143,0.25
120,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/693.gif,Kaili Phillips,0.5062996805976692,0.4715447154471545,1.1382113821138211,0.07476635514018691
121,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/77.gif,Hailey Morrow,0.505720618295388,0.4215686274509804,1.080105212816834,0.20689655172413793
122,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/703.gif,Courtney Day,0.5052367279209851,0.4426229508196721,1.0168803765622463,0.23300970873786409
123,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/556.gif,Jacque Harrington,0.504771704486985,0.4645669291338583,1.1434660117026656,0.09734513274336283
124,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/367.gif,Hannah File,0.5046226485439733,0.411214953271028,1.1101396844538238,0.15
125,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/257.gif,Jaiden Fields,0.5042770228710945,0.3858267716535433,0.9823179997237187,0.15966386554621848
126,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/472.gif,Riley Carley,0.504275456869185,0.3697478991596639,1.0641923436041083,0.16363636363636364
127,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/521.gif,Kiley Naomi,0.5041881332834235,0.4866666666666667,1.2168253968253968,0.08396946564885496
128,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/650.gif,Aleesia Sainz,0.504164224785377,0.453125,1.0347576530612246,0.15384615384615385
129,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/251.gif,Cameron Kondo,0.5034051320528018,0.39849624060150374,1.1021999443052075,0.07894736842105263
130,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/514.gif,Jen Krizka,0.5030711378985445,0.46808510638297873,1.0236406619385343,0.14285714285714285
131,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/782.gif,Sydney McKinney,0.5025806892227375,0.5028571428571429,1.27500904159132,0.043209876543209874
132,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/355.gif,Caroline Hudson,0.502163622928791,0.3885350318471338,1.022863390056089,0.15
133,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/2.gif,Avery Miloch,0.5015502375061769,0.3695652173913043,1.0655652173913044,0.1953125
134,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/317.gif,KK Mathis,0.5006677622118741,0.4016393442622951,1.0868245294474803,0.13157894736842105
135,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/522.gif,Kinzie Hansen,0.5004263371303039,0.43023255813953487,1.1772205099467636,0.10843373493975904
136,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/674.gif,Taylor Gindlesperger,0.49998879513834754,0.3986013986013986,0.9324359850675641,0.0661764705882353
137,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/669.gif,McKenzie Vaughan,0.4996975084465804,0.4835164835164835,1.1850090208299164,0.1827956989247312
138,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/490.gif,Katlyn Pavlick,0.49893751078208276,0.4,0.9420560747663551,0.34545454545454546
139,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/14.gif,Morgan Petty,0.4988933392892215,0.46153846153846156,1.10989010989011,0.1276595744680851
140,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/671.gif,Laney Credeur,0.49880256926393246,0.4647887323943662,1.2678190354246692,0.16666666666666666
141,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/234.gif,Jahni Kerr,0.49859926366194984,0.3805309734513274,1.0247617426820967,0.12264150943396226
142,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/104.gif,Ashley Donaldson,0.498301361681902,0.48031496062992124,1.162133142448103,0.11711711711711711
143,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/315.gif,Lindsey Richardson,0.4982243562187482,0.5147058823529411,1.2091503267973855,0.1206896551724138
144,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/101.gif,Shaylan Whatman,0.4981320415568171,0.4807692307692308,1.0961538461538463,0.20430107526881722
145,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/485.gif,Kenna Higa,0.497578795201942,0.45454545454545453,1.150974025974026,0.19298245614035087
146,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/694.gif,Zaida Puni,0.4974357167789246,0.4583333333333333,1.0946969696969697,0.11428571428571428
147,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/28.gif,Jazmine Hill,0.4966733524897628,0.375,0.8926470588235295,0.17045454545454544
148,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/539.gif,Lexie Black,0.4962367102154746,0.421875,1.0792824074074074,0.125
149,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/458.gif,Lexi Winters,0.49621711259597123,0.36082474226804123,0.8418374004958893,0.17857142857142858
150,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/694.gif,Lair Beautae,0.49615013256440366,0.4057971014492754,0.9236542443064183,0.2413793103448276
151,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/756.gif,Sami Reynolds,0.4954355150206124,0.4485294117647059,1.0625644994840042,0.13445378151260504
152,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/77.gif,Huntyr Ava,0.4951351579078988,0.422680412371134,1.1094274003229412,0.13636363636363635
153,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/756.gif,Alana Johnson,0.4946840476710643,0.3013698630136986,0.8619759236197592,0.2318840579710145
154,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/365.gif,Taylor Pleasants,0.49440187825873605,0.4117647058823529,0.9958355023425299,0.11570247933884298
155,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/529.gif,Terra McGowan,0.49419081648450014,0.3684210526315789,0.9684210526315788,0.09090909090909091
156,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/416.gif,Jessica Mabrey,0.49357676497390746,0.448,1.0111067961165048,0.15178571428571427
157,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/355.gif,Rachel Roupe,0.49323183783654784,0.42953020134228187,0.9888522352405869,0.08270676691729323
158,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/700.gif,Arriana Villa,0.4927809596137183,0.4393939393939394,1.0822510822510822,0.20353982300884957
159,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/257.gif,Sydney Chambley,0.49268680189166125,0.35384615384615387,0.9451505016722408,0.23140495867768596
160,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/756.gif,Kinsey Fiedler,0.4921641466229507,0.432,0.9468514851485148,0.18518518518518517
161,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/703.gif,Leighann Goode,0.49170774725922284,0.4161849710982659,1.0548946485176207,0.0880503144654088
162,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/414.gif,Holly Blaska,0.4915765689867048,0.411214953271028,1.081214953271028,0.19230769230769232
163,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/107.gif,Sophie Medellin,0.4913476148009312,0.32653061224489793,0.8846701471286189,0.25
164,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/107.gif,Makena Smith,0.4912923621548256,0.4375,1.1528846153846155,0.057971014492753624
165,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1104.gif,Katelyn Dunckel,0.49070404482593655,0.43312101910828027,1.067267360571695,0.1
166,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/458.gif,Kassidy Krupit,0.4901325452487284,0.44516129032258067,1.0775142314990513,0.11805555555555555
167,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/288.gif,Bree Cantu,0.48996639003949605,0.43609022556390975,1.087033621790325,0.0990990990990991
168,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/87.gif,Monique Hoosen,0.4895956730574628,0.3359375,0.9575591216216216,0.30357142857142855
169,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/522.gif,Grace Lyons,0.4889093623479272,0.4421052631578947,1.0640564826700898,0.060240963855421686
170,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/355.gif,Megan Fortner,0.48878123005601837,0.37383177570093457,0.9305328066287697,0.1134020618556701
171,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/328.gif,Lyric Moore,0.4887113300787844,0.36065573770491804,0.9386373890810649,0.17391304347826086
172,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/306.gif,Avery Parker,0.48861305575081626,0.4393939393939394,1.016980146290491,0.1935483870967742
173,http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/202.gif,Vianna Barron,0.488410259671676,0.4585987261146497,1.110772639158128,0.1111111111111111
